poeta	fabula	fpid	line_number_first	line_number_last	numlines	char_numlines	nomen	genus_personae	line_first	line_last	z_old_text	meter_before	meter_after	closure	comments_on_length	comments_other	meter	metertype
Plautus	Bacchides	TM001277	925	952	24	24	Chrysalus	servcal	Atridae duo fratres cluent fecisse facinus maxumum,	vinctus sum, sed dolis me exemi: item se ille servavit dolis.	Atridae duo fratres cluent fecisse facinus maxumum,...    vinctus sum, sed dolis me exemi: item se ille servavit dolis.	ia6	trsys16	per end of thought		Chrysalus’ Ilium monody;  Questa ad loc.: canticum ut in libris traditum retractatorum vel potius histrionum manus pertulit;  Leo brackets 931, 937-940; Questa adjusts as follows: 936,  941, 942, 943, 944, 937-940, 945; Questa brackets 931, 946-948; I have followed Questa	ia8	ia
Plautus	Bacchides	TM001278	957	962	5	5	Chrysalus	servcal	nam dudum primo ut dixeram nostro seni mendacium	[ibi vix me exsolui: atque id periclum adsimilo, Ulixem ut praedicant]	nam dudum primo ut dixeram nostro seni mendacium et de hospite et de auro et de lembo, ibi signum ex arce iam abstuli...  cum censuit Mnesilochum cum uxore esse dudum militis. [ibi vix me exsolui: atque id periclum adsimilo, Ulixem ut praedicant	trsys16	ia8	enj		Chrysalus and Ilium; iambs for specific examples Questa brackets 962-965 (ia8 tr7 tr7 ia8); I have followed him	ia8	ia
Plautus	Bacchides	TM001279	965	968	3	3	Chrysalus	servcal	[item ego dolis me illo extuli e periclo et decepi senem.]	eum ego adeo uno mendacio devici, uno ictu extempulo	[item ego dolis me illo extuli e periclo et decepi senem.] poste cum magnifico milite, urbes verbis qui inermus capit, conflixi atque hominem reppuli; dein pugnam conservi seni: eum ego adeo uno mendacio devici, uno ictu extempulo	ia8	tr7	enj		Bacch. 965 Questa says this is interpolation; Leo calls it a tr7 Bacch. 966-968 Chrysalus and Ilium	ia8	ia
Plautus	Bacchides	TM001280	973	978	1	1	Chrysalus	servcal	[sed Priamus hic multo illi praestat: non quinquaginta modo,]	sed Priamum adstantem eccum ante portam video.  adibo atque adloquar.	[sed Priamus hic multo illi praestat: non quinquaginta modo,...   vendam ego, venalem quem habeo, extemplo ubi oppidum expugnavero.] sed Priamum adstantem eccum ante portam video.  adibo atque adloquar.	iacont	trsys11	per end of speech	no diaeresis in 978	Bacch. 973-977 Questa thinks these lines are interpolation; I have followed him Bacch. 978 Chrysalus sees "Priam"; closure	ia8	ia
Plautus	Bacchides	TM001281	987	988	2	2	Chrysalus	servcal	nunc superum limen scinditur, nunc adest exitium Ilio.	CH. turbat equos lepide ligneus.  NI. Chrysale, ades dum ego has perlego.	nunc superum limen scinditur, nunc adest exitium Ilio. CH. turbat equos lepide ligneus.  NI. Chrysale, ades dum ego has perlego.	tr7	versreiz	per end of speech		Chrysalus asides: ia8 of monody returns as he returns to Ilium theme; Nicobulus continues ia8 at end of 988; could not 987 be tr7 with no hiatus after exitium?	ia8	ia
Plautus	Bacchides	TM001505	646	646	1	1	Chrysalus	servcal	quicum ego bibo, quicum edo et amo,	quicum ego bibo, quicum edo et amo,	quicum ego bibo, quicum edo et amo,	crcolcrcol	cr4	comma		thymelici for fun, eating and drinking; contrast with cretics?; Questa ad loc says minus placent creticum colon (long o in ego) + thymelicus; compares Truc. 120-121; cites Questa Numeri Innumeri 315-316	thythy	thy
Plautus	Bacchides	TM001528	651	651	1	1	Chrysalus	servcal	nequius nil est quam egens	nequius nil est quam egens	Chrysalus: nequius nil est quam egens	tr4catcrcol	wil	enj	tr sp tr long		tr4cat	tr
Plautus	Bacchides	TM001577	650	650	1	1	Chrysalus	servcal	qui duas at tris minas  auferunt eris.	qui duas at tris minas  auferunt eris.	qui duas at tris minas  auferunt eris.	cr4	tr4cat	per end of thought	tr sp tr long cr ia	tr here almost like cretics	crcol	cr
Plautus	Bacchides	TM001577	650	650	1	1	Chrysalus	servcal	qui duas at tris minas  auferunt eris.	qui duas at tris minas  auferunt eris.	qui duas at tris minas  auferunt eris.	cr4	tr4cat	per end of thought	tr sp tr long cr ia	tr here almost like cretics	tr4catcrcol	tr
Plautus	Bacchides	TM001610	670	760	90	73	Chrysalus	servcal	non placet nec temerest etiam.  quin respondetis mihi?	MN. fugimus.—CH. vos vostrum curate officium, ego efficiam meum.	non placet nec temerest etiam.  quin respondetis mihi? MN. Chrysale, occidi.  CH. fortassis tu auri depsisti parum? MN. quam, malum, parum?  immo vero nimio minu’ multo quam parum....   MN. fugimus.—CH. vos vostrum curate officium, ego efficiam meum.	ia6	ia6	per end of scene exit last before ia6	673 starts with shorts	670-672Chrysalus and Mnes.: question and answer;  670: Mss. read mihi respondetis; Leo makes this a versreiz; Questa follows Acidalius in reading respondetis mihi. 673: Lindsay says this seems to be Eupolidean;  quid igitur stulte, quoniam occasio ad eam rem fuit; Leo reads as tr7: quid, igitur, stulte? <an tu,> quoniam occasio ad eam rem fuit 674-760: Chrysalus learns of money gone, orders Mnes to write letter (note letter in tr7) frame for 2nd deception; 724-725 one line	tr7	tr
Plautus	Bacchides	TM001611	963	964	0	0	Chrysalus	servcal	[cognitum ab Helena esse proditum Hecubae; sed ut olim ille se]	[blanditiis exemit et persuasit se ut amitteret,	[cognitum ab Helena esse proditum Hecubae; sed ut olim ille se blanditiis exemit et persuasit se ut amitteret,	ia8	ia8	comma		Questa says these are interpolation; I have followed him	tr7	tr
Plautus	Bacchides	TM001612	969	969	1	1	Chrysalus	servcal	cepi spolia. is nunc ducentos nummos Philippos militi,	cepi spolia. is nunc ducentos nummos Philippos militi,	 cepi spolia. is nunc ducentos nummos Philippos militi,	ia8	ia4	enj	mostly longs except spolia and Philippos (metrical connection of analogy and actual)	Chrysalus and Ilium	tr7	tr
Plautus	Bacchides	TM001613	986	986	1	1	Chrysalus	servcal	CH. nosce signum: estne eius?  NI. novi.  libet perlegere has. CH. perlege.	CH. nosce signum: estne eius?  NI. novi.  libet perlegere has. CH. perlege.	CH. nosce signum: estne eius?  NI. novi.  libet perlegere has. CH. perlege.	tr8	ia8	per end of thought before aside			tr7	tr
Plautus	Bacchides	TM001614	991	991	1	1	Chrysalus	servcal	NI. euge, litteras minutas!  CH. qui quidem videat parum;	NI. euge, litteras minutas!  CH. qui quidem videat parum;	NI. euge, litteras minutas!  CH. qui quidem videat parum;	wil	tr8	semicolon	1 res	Ni. begins to read letter can’t tell letters	tr7	tr
Plautus	Bacchides	TM001615	994	994	1	1	Chrysalus	servcal	iustumst <ut> tuus ibi servus tuo arbitratu serviat.	iustumst <ut> tuus ibi servus tuo arbitratu serviat.	iustumst <ut> tuus ibi servus tuo arbitratu serviat.	tr8	ia4	per end of speech	1 res.		tr7	tr
Plautus	Bacchides	TM001926	640b	642	3	3	Chrysalus	servcal	hunc hominem decet auro expendi, huic decet statuam statui ex auro:	erum maiorem meum ut ego hodie lusi lepide, ut ludificatust!	CH. hunc hominem decet auro expendi, huic decet statuam statui ex auro: nam duplex hodie facinus feci, duplicibus spoliis sum adfectus. erum maiorem meum ut ego hodie lusi lepide, ut ludificatust!	wil	crcolcrcol	excl end of thought self-contained	excited; self-contained; 640b: hunc, huic start each hemistich, second huic is after hiatus; 641 shorts for duplex hodie facinus; 642 shorts for meum ut ego hodie	trochees for Chrysalus; echoes opening of Mnesilochus’ self-rebuke: irony in his self-confidence vs. disaster; emphasizes contrast of Chrysalus, pleased with his own success, and unhappy youths; tr8 for opening generalization; 640b, 641, 642	tr8	tr
Plautus	Bacchides	TM001927	985	985	1	1	Chrysalus	servcal	tibi me iussit dare, sed metuo ne idem cantent quod priores:	tibi me iussit dare, sed metuo ne idem cantent quod priores:	tibi me iussit dare, sed metuo ne idem cantent quod priores:	trsys11	tr7	colon	4 res.; hiatus after ne; 3 an in a row in middle	CH deceiving NIC	tr8	tr
Plautus	Bacchides	TM001928	992	993	2	2	Chrysalus	servcal	CH. verum qui satis videat, grandes satis sunt.  NI. animum advortito igitur.	CH. nolo inquam. NI. at volo inquam . CH. quid opust?  NI. at enim id quod te iubeo facias.	CH. verum qui satis videat, grandes satis sunt.  NI. animum advortito igitur. CH. nolo inquam. NI. at volo inquam . CH. quid opust?  NI. at enim id quod te iubeo facias.	tr7	tr7	per end of speech end of command	992 5 res. 993 3 res., significant elision at interruption at volo	Chrysalus refuses to read letter and Ni. insists	tr8	tr
Plautus	Bacchides	TM002062	979	984a	12	11	Chrysalus	servcal	NI. cuianam vox prope me sonat.  CH. o	obsignatas mi has dedit.	NI. cuianam vox prope me sonat.  CH. o...      obsignatas mi has dedit.	ia8	tr8	period	11 tr4 and 1 tr4cat to conclude	Chrysalus reports to Nicobulus how he chastised Mnesilochus (things moving after monody; hence trochees); each verse has a corresponding “a” verse	trsys11	tr
Plautus	Bacchides	TM002069	953	956a	8	8	Chrysalus	servcal	Ilio tria fuisse audivi	fata nostro huic Ilio.	Ilio tria fuisse audivi fata quae illi forent exitio:...      fata nostro huic Ilio.	ia8	ia8	period end of thought before nam	7 tr4 and 1 tr4cat to close	Chrysalus on Ilium’s 3 fates; mine are the same; trochees for change of subject from analogies between characters to 3 fates; each verse has a corresponding “a” verse	trsys16	tr
Plautus	Bacchides	TM002075	988a	988a	1	1	Chrysalus	servcal	CH. quid me tibi adesse opus est?  NI. volo ut   quod iubeo facias,	CH. quid me tibi adesse opus est?  NI. volo ut   quod iubeo facias,	CH. quid me tibi adesse opus est?  NI. volo ut quod iubeo facias,	ia8	wil	comma before noun clause	sp an an ia  da da l	break between speakers before last foot of ia4	colreiz	reiz
Plautus	Bacchides	TM002075	988a	988a	1	1	Chrysalus	servcal	CH. quid me tibi adesse opus est?  NI. volo ut   quod iubeo facias,	CH. quid me tibi adesse opus est?  NI. volo ut   quod iubeo facias,	CH. quid me tibi adesse opus est?  NI. volo ut quod iubeo facias,	ia8	wil	comma before noun clause	sp an an ia  da da l	break between speakers before last foot of ia4	versreiz	ia
Plautus	Bacchides	TM002104	651a	651a	1	1	Chrysalus	servcal	consili servus, nisi habet	consili servus, nisi habet	consili servus, nisi habet	tr4cat	colreiz	enj		651-651a echo 640-640a: both tr4^ and wil, almost identical patterns: both on Chrysalus’ resourcefulness: note copiam and egens in same poistion, and eccam Chrysalus and consili servus in same position	wil	aeolic
Plautus	Bacchides	TM002105	989	990a	4	3	Chrysalus	servcal	ut scias quae hic scripta sient.	NI. quod iubeam id facias.  CH. adero.	ut scias quae hic scripta sient. CH. nil moror nec scire volo. NI. tamen ades CH. quid opust? NI. taceas: NI. quod iubeam id facias.  CH. adero.	versreiz	tr7	per end of speech	res in 990 and 990a	echoes 640a?; taceas without change of meter; N wants C to read letter 989, 989a, 990, 990a	wil	aeolic
Plautus	Bacchides	TM002162	109	367	259	157	Chrysalus	servcal	iam dudum, Pistoclere, tacitus te sequor,	super auro amicaque eius inventa Bacchide.	iam dudum, Pistoclere, tacitus te sequor,...   (CHR) super auro amicaque eius inventa Bacchide.—	tr7	tr7	per end of scene		Lydus & Pist debate; monologue; Chrys learns situation; 1st deception; Chr monologue music stops for contrast from Bacchides to stern Lydus; continues for Chrysalus, with deception and its frame Leo brackets 150, 153-154, 167. but I count them all	ia6	ia
Plautus	Bacchides	TM002166	669	669	1	1	Chrysalus	servcal	quid vos maestos tam tristesque esse conspicor?	quid vos maestos tam tristesque esse conspicor?	quid vos maestos tam tristesque esse conspicor?	ia4cat	tr7	quest end of thought	all longs except last two feet	one-liner ia6 for questioning	ia6	ia
Plautus	Bacchides	TM002167	761	924	163	107	Chrysalus	servcal	insanum magnum molior negotium,	aequomst tabellis consignatis credere	insanum magnum molior negotium,...   (NIC) aequomst tabellis consignatis credere.—	tr7	ia8	per end of scene exit		779-780 one line; Chr mon; 2nd deception;  emotional speech following monologue stays unaccompanied (cf. Amph. 882, Bacch. 842, Merc. 700, Stich. 655)	ia6	ia
Plautus	Bacchides	TM002168	997	1075	79	44	Chrysalus	servcal	pater, ducentos Philippos quaeso Chrysalo	nunc hanc praedam omnem iam ad quaestorem deferam.	pater, ducentos Philippos quaeso Chrysalo,...   (CHR) nunc hanc praedam omnem iam ad quaestorem deferam.—	ia2colreiz	an8	per end of scene		letter, 3rd deception; Chr mon triumph unaccompanied; this allows for contrast with Bacchides seduction to follow	ia6	ia
Plautus	Bacchides	TM002167	761	924	163	21	Cleomachus	miles	insanum magnum molior negotium,	aequomst tabellis consignatis credere	insanum magnum molior negotium,...   (NIC) aequomst tabellis consignatis credere.—	tr7	ia8	per end of scene exit		779-780 one line; Chr mon; 2nd deception;  emotional speech following monologue stays unaccompanied (cf. Amph. 882, Bacch. 842, Merc. 700, Stich. 655)	ia6	ia
Plautus	Bacchides	TM002170	1207	1211	5	5	GrexBacch	grex	hi senes nisi fuissent nihili iam inde ab adulescentia,	spectatores, vos valere volumus et clare adplaudere.	hi senes nisi fuissent nihili iam inde ab adulescentia,...   spectatores, vos valere volumus et clare adplaudere.	an7	end of play	end of play	1211: volumus as two syllables? Leo cites Bacc. 90 note in his app. crit, where he refers to other lines with extra syllables; Bergk, followed by Lindsay, deletes et	epilogue	tr7	tr
Plautus	Bacchides	TM000447	9	12	4	4	IncertumBacch	incertum	scio spiritum eius maiorem esse multo	Praenestinum opino esse, ita erat gloriosus.	scio spiritum eius maiorem esse multo quam folles taurini habent, cum liquescunt petrae, ferrum ubi fit.:: cuiatem esse aiebat? :: Praenestinum opino esse, ita erat gloriosus.	incertum	incertum	incertum	many longs; 9: molossus for maiorem; 10: 2 molossi for quam folles taurini, then hiatus before habent; 11: molossi for cuiatem esse aiebat?; 12: molossus for Praenestinum, resolution for ita	Frag 8 Leo. Verses 9-12 in his text;  someone discussing braggart soldier;	ba4	ba
Plautus	Bacchides	TM000726	2a	2a	1	1	IncertumBacch	incertum	fit peior.	fit peior.	fit peior.	cr4	incertum	unknown	molossus	Last part of frag. 2 Leo (verse 2 Leo); Questa divides verse; this is probably actually just beginning of a longer cretic line; Questa compares Amph. 221;	cr1	cr
Plautus	Bacchides	TM000747	17	17	1	1	IncertumBacch	incertum	cor meum, spes mea	cor meum, spes mea	cor meum, spes mea	incertum	cr4?	enj. prob.	2 cretics with short anceps at end	First verse of fr. 12 Leo; part of longer cretic line?; Questa app crit: an trochaici quaternarii pars altera?	cr2?	cr
Plautus	Bacchides	TM000884	2	2	1	1	IncertumBacch	incertum	vincla, virgae, molae: saevitudo mala	vincla, virgae, molae: saevitudo mala	vincla, virgae, molae: saevitudo mala	incertum	cr1	enj	very regular cretics; short final syllable	first part of frag. 2 (verse 2) Leo; Questa divides line; continues fit peior; regular cretics, then molossus for conclusion; next verse prob. part of longer cretic line;	cr4	cr
Plautus	Bacchides	TM000885	18	18	1	1	IncertumBacch	incertum	mel meum, suavitudo, cibus, gaudium	mel meum, suavitudo, cibus, gaudium	mel meum, suavitudo, cibus, gaudium	cr2?	incertum	period	very regular cretics	2nd verse of frag. 12 Leo; : cr2+cr4:   starts cor meum, spes mea  1st verse prob. part of longer cretic line	cr4	cr
Plautus	Bacchides	TM001924	1	1	1	1	IncertumBacch	incertum	quibus ingenium in animo utibile est, modicum et sine vernilitate.	quibus ingenium in animo utibile est, modicum et sine vernilitate.	quibus ingenium in animo utibile est, modicum et sine vernilitate.	incertum	incertum	incertum	very anapestic.	frag. 1 (verse 1) Leo	tr8	tr
Plautus	Bacchides	TM002152	3	5	3	3	IncertumBacch	incertum	converrite  * scopis, agite strenue	cum nassiterna et cum aqua istum impurissimum?	III: converrite  * scopis, agite strenue  IV:                                         ecquis evocat cum nassiterna et cum aqua istum impurissimum?	incertum	incertum	incertum		frags. 3-4 Leo;; this is verses 3-5 in his text; Ritschl proposed aedis for lacuna in III, Leo says maybe istuc, compares Stich. 351f.; Ritschl placed IV with III and assumed name of servant proceeds	ia6	ia
Plautus	Bacchides	TM002153	6	8	3	2	IncertumBacch	incertum	sicut lacte lactis similest	(latro) suam qui auro vitam venditat	V (6): sicut lacte lactis similest VI (7) illa mi cognominis fuit: Leo attributes this to Bacchis VII (8) (latro) suam qui auro vitam venditat	incertum	incertum	incertum		frags. 5-7; verses 6-8 in Leo’s text; Servius ad Aen. 6.383 on frag. VI: nam in Plauto lectum est, cum una de Bacchidibus diceret	incertum	incertum
Plautus	Bacchides	TM002154	13	13	1	1	IncertumBacch	incertum	neque <id> haud subditiva gloria oppidum arbitror.	neque <id> haud subditiva gloria oppidum arbitror.	neque <id> haud subditiva gloria oppidum arbitror.	incertum	incertum	incertum		Fr. 9 Leo, verse 13 in his text; Leo’s ictus marks seem to suggest he thinks this is a tr7 missing last two syllables.	incertum	incertum
Plautus	Bacchides	TM002156	16	16	1	1	IncertumBacch	incertum	limaces viri	limaces viri	limaces viri	incertum	incertum	incertum		Fr. 11 Leo. verse 16 in his text; Leo: quo pertineat incertum	incertum	incertum
Plautus	Bacchides	TM002157	19	20	2	2	IncertumBacch	incertum	sine te amem	Cupidon tecum saevust anne Amor?	XIII: sine te amem XIV: Cupidon tecum saevust anne Amor?	incertum	incertum	incertum		Frags. 13-14 Leo	incertum	incertum
